"Timestamp","Sent Polls","Lost Polls","Min Latency (ns)","Ave Latency (ns)","Max Latency (ns)","Score"
"2025-08-20 00:00:00","100","0","12280000","19500000","28920000","1"
"2025-08-20 00:01:00","100","0","16310000","19480000","27190000","1"
"2025-08-20 00:03:00","100","0","14470000","20020000","29240000","1"
"2025-08-20 00:05:00","100","0","17830000","21610000","27830000","1"
"2025-08-20 00:06:00","100","0","17960000","21520000","26500000","1"
"2025-08-20 00:08:00","100","0","18100000","21460000","28690000","1"
"2025-08-20 00:10:00","100","0","15950000","22300000","30180000","1"
"2025-08-20 00:11:00","100","0","18200000","21830000","31530000","1"
"2025-08-20 00:13:00","100","0","16500000","22570000","35560000","1"
"2025-08-20 00:15:00","100","0","16530000","21460000","35350000","1"
"2025-08-20 00:16:00","100","0","18050000","21990000","30200000","1"
"2025-08-20 00:18:00","100","0","15060000","22200000","32960000","1"
"2025-08-20 00:20:00","100","0","18350000","22080000","31450000","1"
"2025-08-20 00:21:00","100","0","17510000","22890000","32570000","1"
"2025-08-20 00:23:00","100","0","18040000","22430000","31130000","1"
"2025-08-20 00:25:00","100","0","20820000","24010000","40730000","1"
"2025-08-20 00:26:00","100","0","18120000","23980000","33580000","1"
"2025-08-20 00:28:00","100","0","17690000","23540000","33420000","1"
"2025-08-20 00:30:00","100","0","20610000","23550000","32800000","1"
"2025-08-20 00:31:00","100","0","18580000","23340000","36780000","1"
"2025-08-20 00:33:00","100","0","18820000","23460000","34890000","1"
"2025-08-20 00:35:00","100","0","19460000","23050000","31790000","1"
"2025-08-20 00:36:00","100","0","16370000","23740000","48040000","1"
"2025-08-20 00:38:00","100","0","18870000","22930000","37960000","1"
"2025-08-20 00:40:00","100","0","20910000","23810000","37490000","1"
"2025-08-20 00:41:00","100","0","16510000","24050000","31330000","1"
"2025-08-20 00:43:00","100","0","20950000","23120000","29780000","1"
"2025-08-20 00:45:00","100","0","20810000","23180000","29950000","1"
"2025-08-20 00:46:00","100","0","18670000","23390000","36210000","1"
"2025-08-20 00:48:00","100","0","16280000","23030000","29790000","1"
"2025-08-20 00:50:00","100","0","20850000","22820000","31470000","1"
"2025-08-20 00:51:00","100","0","17050000","22660000","31620000","1"
