"Timestamp","Sent Polls","Lost Polls","Min Latency (ns)","Ave Latency (ns)","Max Latency (ns)","Score"
"2025-07-09 00:00:00","100","0","16310000","18880000","24270000","1"
"2025-07-09 00:01:00","100","0","12550000","18870000","25370000","1"
"2025-07-09 00:03:00","100","0","16150000","19120000","28010000","1"
"2025-07-09 00:05:00","100","0","16200000","20920000","46210000","1"
"2025-07-09 00:06:00","100","0","14190000","19460000","36470000","1"
"2025-07-09 00:08:00","100","0","12500000","19000000","30120000","1"
"2025-07-09 00:10:00","100","0","13030000","19390000","28310000","1"
"2025-07-09 00:11:00","100","0","13920000","19230000","29650000","1"
"2025-07-09 00:13:00","100","0","13170000","19330000","28420000","1"
"2025-07-09 00:15:00","100","0","12210000","18840000","31510000","1"
"2025-07-09 00:16:00","100","0","12250000","18770000","25900000","1"
"2025-07-09 00:18:00","100","0","16200000","19650000","25900000","1"
"2025-07-09 00:20:00","100","0","12270000","19540000","30960000","1"
"2025-07-09 00:21:00","100","0","12210000","19310000","31290000","1"
"2025-07-09 00:23:00","100","0","13140000","19160000","26580000","1"
"2025-07-09 00:25:00","100","0","12400000","19240000","26630000","1"
"2025-07-09 00:26:00","100","0","12450000","19020000","26490000","1"
"2025-07-09 00:28:00","100","0","15970000","19310000","26820000","1"
"2025-07-09 00:30:00","100","0","12430000","19000000","24930000","1"
"2025-07-09 00:31:00","100","0","12280000","18830000","27840000","1"
"2025-07-09 00:33:00","100","0","13150000","19270000","26710000","1"
"2025-07-09 00:35:00","100","0","14160000","19190000","26300000","1"
"2025-07-09 00:36:00","100","0","13000000","19250000","31050000","1"
"2025-07-09 00:38:00","100","0","13300000","19110000","36170000","1"
"2025-07-09 00:40:00","100","0","12650000","18720000","26550000","1"
"2025-07-09 00:41:00","100","0","13070000","19150000","27000000","1"
"2025-07-09 00:43:00","100","0","14160000","19210000","27370000","1"
"2025-07-09 00:45:00","100","0","12260000","18560000","22780000","1"
"2025-07-09 00:46:00","100","0","12510000","19310000","26100000","1"
"2025-07-09 00:48:00","100","0","15990000","19660000","31760000","1"
"2025-07-09 00:50:00","100","0","13060000","19040000","35010000","1"
"2025-07-09 00:51:00","100","0","15580000","18880000","33120000","1"
"2025-07-09 00:53:00","100","0","13120000","19100000","25230000","1"
"2025-07-09 00:55:00","100","0","15310000","19120000","26530000","1"
"2025-07-09 00:56:00","100","0","16150000","18980000","25200000","1"
"2025-07-09 00:58:00","100","0","13440000","18710000","28210000","1"
"2025-07-09 01:00:00","100","0","12350000","18780000","26010000","1"
"2025-07-09 01:01:00","100","0","15370000","19020000","26040000","1"
"2025-07-09 01:03:00","100","0","12770000","19130000","25980000","1"
"2025-07-09 01:05:00","100","0","16100000","19390000","31510000","1"
"2025-07-09 01:06:00","100","0","12300000","19090000","28420000","1"
"2025-07-09 01:08:00","100","0","15730000","18900000","26840000","1"
"2025-07-09 01:10:00","100","0","16380000","19570000","29570000","1"
"2025-07-09 01:11:00","100","0","15580000","19850000","28430000","1"
"2025-07-09 01:13:00","100","0","12400000","19610000","30880000","1"
"2025-07-09 01:15:00","100","0","13770000","19220000","26920000","1"
